"Geneid","Length"
"SRPK1",4390
"SLC26A8",3608
"MAPK14",4542
"MAPK13",6348
"BRPF3",6023
"PNPLA1",2599
"C6orf222",3735
"ETV7",2244
"PXT1",2107
"KCTD20",5619
"STK38",3631
"SRSF3",3600
"MIR3925",77
"PANDAR",1506
"CDKN1A",2637
"RAB44",4233
"CPNE5",3339
"PPIL1",1736
"C6orf89",7239
"PI16",2332
"MTCH1",2409
"FGD2",3045
"PIM1",2709
"TMEM217",2897
"TBC1D22B",3591
"RNF8",5737
"CMTR1",4124
"CCDC167",620
"LOC100505530",1201
"MIR4462",58
"MDGA1",8907
"ZFAND3",3333
"BTBD9",9382
"GLO1",2046
"DNAH8",14639
"LOC100131047",2125
"GLP1R",3123
"SAYSD1",6425
"KCNK5",3783
"KCNK17",1717
"KCNK16",1681
"KIF6",4236
"DAAM2",6333
"LOC100505635",665
"MOCS1",4420
"LINC00951",3122
"TDRG1",1085
"LRFN2",3221
"LOC101929555",2243
"UNC5CL",3128
"TSPO2",1044
"APOBEC2",1634
"OARD1",1174
"NFYA",6219
"ADCY10P1",4569
"TREML1",1340
"TREM2",1055
"TREML2",3823
"TREML3P",1137
"TREML4",2070
"TREML5P",213
"TREM1",3055
"NCR2",1084
"LINC01276",816
"FOXP4-AS1",815
"FOXP4",5949
"MIR4641",66
"MDFI",2036
"TFEB",2735
"PGC",1813
"FRS3",2179
"PRICKLE4",1646
"TOMM6",854
"USP49",10005
"MED20",2747
"BYSL",1990
"CCND3",3161
"TAF8",4323
"C6orf132",6742
"GUCA1A",1904
"GUCA1B",2270
"MRPS10",2140
"TRERF1",7644
"UBR2",8881
"PRPH2",3027
"ATP6V0CP3",619
"TBCC",1651
"GLTSCR1L",6515
"RPL7L1",1275
"C6orf226",552
"PTCRA",1170
"CNPY3",1765
"GNMT",1068
"PEX6",3498
"PPP2R5D",3064
"MEA1",866
"KLHDC3",2019
"RRP36",1159
"CUL7",5596
"MRPL2",1327
"KLC4",3224
"PTK7",4446
"SRF",4267
"CUL9",7771
"DNPH1",797
"TTBK1",7128
"SLC22A7",2559
"CRIP3",956
"ZNF318",8006
"ABCC10",5464
"MIR6780B",79
"DLK2",2270
"TJAP1",3119
"LRRC73",1782
"YIPF3",1576
"POLR1C",1320
"XPO5",5364
"POLH",8412
"GTPBP2",3101
"MAD2L1BP",1629
"RSPH9",1059
"MRPS18A",1189
"VEGFA",3778
"LINC01512",2282
"LOC101929705",2296
"C6orf223",3623
"MRPL14",774
"TMEM63B",3199
"CAPN11",2728
"SLC29A1",2985
"HSP90AB1",2895
"SLC35B2",2362
"MIR4647",80
"NFKBIE",2581
"TMEM151B",4619
"TCTE1",1683
"AARS2",4782
"SPATS1",1108
"CDC5L",6432
"MIR4642",82
"SUPT3H",4509
"MIR586",97
"RUNX2",5769
"CLIC5",8279
"ENPP4",4680
"ENPP5",3878
"RCAN2",3994
"LOC101926915",3808
"LOC101926898",1344
"CYP39A1",2444
"SLC25A27",2986
"TDRD6",8977
"PLA2G7",1983
"ANKRD66",1057
"MEP1A",2929
"ADGRF5",6022
"LOC101926962",1730
"ADGRF1",6080
"TNFRSF21",3642
"CD2AP",5409
"ADGRF2",5126
"ADGRF4",3162
"OPN5",3777
"PTCHD4",5177
"MUT",3886
"CENPQ",1728
"GLYATL3",2130
"C6orf141",1696
"RHAG",1928
"CRISP2",1413
"CRISP3",2246
"PGK2",1690
"LOC101927020",502
"LOC101927048",1738
"CRISP1",1967
"DEFB133",186
"DEFB114",210
"DEFB113",249
"DEFB110",518
"DEFB112",342
"TFAP2D",2040
"TFAP2B",5770
"PKHD1",17407
"LOC101927082",275
"MIR206",86
"LINCMD1",366
"MIR133B",119
"IL17A",1859
"IL17F",808
"MCM3",3208
"PAQR8",4738
"EFHC1",7029
"TRAM2",7057
"TRAM2-AS1",2558
"LOC730101",3784
"TMEM14A",1014
"GSTA7P",5697
"GSTA2",1309
"GSTA1",1259
"GSTA5",844
"GSTA3",913
"GSTA4",1341
"ICK",6238
"FBXO9",4982
"GCM1",2764
"ELOVL5",3950
"MIR5685",79
"RPS16P5",3158
"GCLC",3812
"LOC101927136",3531
"LINC01564",566
"KLHL31",5743
"LRRC1",3180
"LOC101927189",3168
"MLIP-IT1",643
"MLIP",6490
"TINAG",1804
"FAM83B",6244
"HCRTR2",1816
"GFRAL",1911
"HMGCLL1",4630
"BMP5",2170
"COL21A1",4173
"RNU6-71P",82
"DST",24674
"LOC101930010",827
"BEND6",2698
"KIAA1586",3109
"ZNF451",14373
"LOC101927211",690
"BAG2",2052
"RAB23",4979
"LOC100506188",1460
"PRIM2",2723
"MIR548U",81
"GUSBP4",2463
"MTRNR2L9",527
"KHDRBS2",2300
"LGSN",5634
"PTP4A1",5089
"PHF3",9256
"EYS",13926
"LOC441155",3824
"SLC25A51P1",1605
"LOC102723883",492
"LOC101928280",676
"LOC101928307",534
"ADGRB3",5637
"LMBRD1",2308
"COL19A1",8725
"COL9A1",4010
"EVADR",673
"FAM135A",6397
"SDHAF4",525
"SMAP1",3611
"B3GAT2",1925
"OGFRL1",1740
"MIR30C2",72
"MIR30A",71
"LINC00472",9566
"LOC102724000",773
"RIMS1",9059
"KCNQ5",6639
"KCNQ5-IT1",563
"MIR4282",67
"KCNQ5-AS1",1101
"KHDC1L",634
"KHDC1",3080
"DPPA5",660
"KHDC3L",1022
"OOEP",677
"DDX43",2696
"MB21D1",1802
"MTO1",3119
"EEF1A1",3512
"SLC17A5",3314
"LOC101928489",1973
"CD109",9153
"LOC101928516",669
"COL12A1",11579
"COX7A2",754
"TMEM30A",4544
"LOC100506804",1297
"FILIP1",5452
"LOC101928540",846
"MIR4463",67
"SENP6",7986
"MYO6",8678
"IMPG1",3559
"HTR1B",1173
"MEI4",2587
"IRAK1BP1",3448
"PHIP",11966
"HMGN3",1470
"HMGN3-AS1",2993
"LOC80078",3885
"LCA5",4719
"SH3BGRL2",4646
"RNY4",34
"C6orf7",905
"ELOVL4",3060
"TTK",3022
"BCKDHB",3712
"FAM46A",5612
"LINC01526",555
"IBTK",6050
"TPBG",3477
"UBE3D",1917
"DOPEY1",8022
"PGM3",6361
"RWDD2A",1415
"ME1",3517
"PRSS35",2606
"SNAP91",5301
"RIPPLY2",816
"CYB5R4",2247
"MRAP2",2213
"CEP162",5218
"LINC01611",571
"LOC102724201",604
"TBX18",6066
"NT5E",4068
"SNX14",3749
"SYNCRIP",8334
"SNHG5",507
"SNORD50A",75
"SNORD50B",71
"HTR1E",2048
"CGA",844
"ZNF292",10100
"GJB7",2280
"SMIM8",2437
"C6orf163",1304
"LINC01590",1558
"C6orf165",2215
"SLC35A1",1906
"RARS2",1832
"ORC3",2572
"AKIRIN2",1932
"LOC101928911",593
"SPACA1",1499
"CNR1",5955
"LOC101928936",3974
"RNGTT",4836
"PNRC1",2133
"SRSF12",3599
"PM20D2",4712
"GABRR1",3508
"GABRR2",2081
"UBE2J1",4342
"RRAGD",4926
"ANKRD6",5936
"LYRM2",5598
"LOC101929057",5149
"MDN1",18208
"CASP8AP2",6763
"GJA10",1632
"BACH2",9280
"MIR4464",92
"MAP3K7",5167
"MIR4643",78
"CASC6",1608
"EPHA7",7489
"TSG1",4798
"MANEA-AS1",2416
"MANEA",4616
"FUT9",12798
"UFL1",4205
"FHL5",2135
"GPR63",6088
"NDUFAF4",2411
"KLHL32",4278
"MIR548H3",162
"MMS22L",8643
"LOC101927314",2102
"MIR2113",89
"POU3F2",4087
"FBXL4",5464
"FAXC",9760
"COQ3",1265
"PNISR",3221
"LOC101927365",1010
"USP45",6386
"TSTD3",1926
"CCNC",2307
"PRDM13",3204
"MCHR2",2383
"MCHR2-AS1",548
"SIM1",3995
"ASCC3",11384
"GRIK2",4811
"HACE1",4775
"LINC00577",575
"LIN28B",5505
"BVES",5787
"BVES-AS1",1715
"POPDC3",1911
"PREP",2943
"PRDM1",5398
"ATG5",3404
"AIM1",7542
"RTN4IP1",2636
"QRSL1",4118
"LOC100422737",1387
"MIR587",96
"C6orf203",1794
"BEND3",6660
"PDSS2",3552
"SOBP",6232
"SCML4",4962
"SEC63",6500
"OSTM1",4467
"NR2E1",3352
"SNX3",1760
"LACE1",2255
"FOXO3",7534
"LINC00222",1753
"ARMC2",3736
"ARMC2-AS1",717
"SESN1",3631
"CEP57L1",3105
"LOC100996634",1969
"CCDC162P",715
"CD164",3112
"PPIL6",4326
"SMPD2",1680
"MICAL1",3949
"ZBTB24",5723
"AK9",7552
"FIG4",3105
"GPR6",1947
"WASF1",3220
"CDC40",3852
"METTL24",1101
"DDO",1709
"SLC22A16",1985
"CDK19",6448
"AMD1",3618
"GTF3C6",950
"RPF2",3692
"GSTM2P1",1136
"SLC16A10",2891
"KIAA1919",3918
"REV3L",11071
"TRAF3IP2-AS1",7111
"TRAF3IP2",6488
"FYN",3876
"WISP3",1470
"TUBE1",2297
"FAM229B",2671
"LAMA4",7567
"LOC101927640",536
"RFPL4B",1900
"LOC101927686",328
"MARCKS",4304
"LINC01268",2750
"FLJ34503",2006
"HDAC2",6929
"LOC101927768",2007
"HS3ST5",2744
"FRK",2849
"TPI1P3",1214
"NT5DC1",3129
"COL10A1",3290
"TSPYL4",4131
"TSPYL1",5259
"DSE",4180
"FAM26F",1132
"TRAPPC3L",1108
"FAM26E",3539
"FAM26D",1491
"RWDD1",1690
"RSPH4A",2840
"ZUFSP",2211
"KPNA5",2158
"FAM162B",1036
"GPRC6A",2882
"RFX6",3507
"VGLL2",2231
"ROS1",7368
"DCBLD1",1978
"GOPC",4627
"LOC101927919",1647
"NUS1",4807
"SLC35F1",4852
"CEP85L",8042
"BRD7P3",2461
"PLN",1714
"LOC100287632",711
"MCM9",6147
"ASF1A",2508
"FAM184A",4161
"MIR548B",97
"MAN1A1",5027
"LOC285762",3469
"MIR3144",79
"TBC1D32",6088
"GJA1",3169
"HSF2",2885
"SERINC1",3128
"PKIB",2408
"FABP7",999
"SMPDL3A",1971
"CLVS2",11477
"TRDN",10994
"HRAT13",2409
"NKAIN2",3471
"RNF217-AS1",5342
"RNF217",5493
"TPD52L1",1633
"HDDC2",1615
"LOC643623",2963
"HEY2",2672
"NCOA7",7071
"NCOA7-AS1",496
"HINT3",3379
"TRMT11",1951
"MIR5695",69
"CENPW",3998
"MIR588",83
"RSPO3",4583
"RNF146",2908
"ECHDC1",2391
"SOGA3",11818
"KIAA0408",8124
"C6orf58",1201
"THEMIS",4187
"PTPRK",6569
"LOC101928140",1815
"LAMA2",9692
"ARHGAP18",3499
"TMEM244",545
"L3MBTL3",4215
"SAMD3",2620
"TMEM200A",5592
"SMLR1",2514
"EPB41L2",4617
"AKAP7",3461
"ARG1",1496
"MED23",5586
"ENPP3",3165
"OR2A4",1758
"CTAGE9",2577
"MIR548H5",60
"ENPP1",7442
"CTGF",2343
"MIR548AJ1",72
"LINC01013",1002
"MOXD1",3048
"STX7",4270
"TAAR9",1049
"TAAR8",1029
"TAAR6",1038
"TAAR5",1147
"TAAR3",1078
"TAAR2",1056
"TAAR1",1020
"VNN1",3844
"VNN3",1763
"VNN2",2269
"SLC18B1",2425
"RPS12",503
"SNORD101",73
"SNORD100",76
"SNORA33",133
"LINC00326",1214
"EYA4",5812
"TARID",2984
"LINC01312",3517
"TCF21",3653
"TBPL1",1889
"SLC2A12",5599
"HMGA1P7",2189
"SGK1",3965
"LOC101928231",1188
"LINC01010",2062
"LOC101928304",676
"ALDH8A1",2558
"HBS1L",9332
"MIR3662",95
"MYB",3678
"AHI1",5898
"LINC00271",1636
"PDE7B",5387
"MTFR2",1793
"BCLAF1",7263
"MAP7",5478
"MAP3K5",5195
"LOC101928461",762
"PEX7",1482
"SLC35D3",2403
"NHEG1",1360
"IL20RA",3922
"IL22RA2",2897
"IFNGR1",2120
"OLIG3",2196
"LOC102723649",520
"LOC100507406",791
"LOC100130476",1964
"TNFAIP3",4738
"PERP",4302
"ARFGEF3",14882
"PBOV1",2501
"HEBP2",1282
"NHSL1",7832
"MIR3145",82
"FLJ46906",1001
"LOC100507462",2712
"CCDC28A",1496
"ECT2L",4483
"REPS1",4019
"ABRACL",845
"HECA",5621
"TXLNB",4684
"CITED2",2117
"LOC645434",1690
"LOC100132735",1294
"LOC100507477",1364
"LOC103352541",576
"MIR3668",75
"MIR4465",70
"NMBR",1354
"VTA1",3355
"ADGRG6",6961
"LOC153910",2530
"HIVEP2",9724
"LINC01277",1902
"AIG1",4731
"ADAT2",7493
"PEX3",2772
"FUCA2",2548
"LOC285740",2825
"PHACTR2",9776
"LTV1",1814
"ZC2HC1B",992
"PLAGL1",4132
"HYMAI",3815
"SF3B5",737
"STX11",5504
"UTRN",12431
"EPM2A",3465
"LOC100507557",4155
"FBXO30",4407
"SHPRH",7360
"GRM1",6839
"RAB32",1203
"LOC101928661",2190
"ADGB",5289
"KATNBL1P6",2156
"STXBP5-AS1",3072
"STXBP5",9352
"SAMD5",6324
"SASH1",7709
"UST",4391
"LOC100128176",2081
"TAB2",5029
"SUMO4",688
"ZC3H12D",4907
"PPIL4",2534
"GINM1",1109
"RPS18P9",969
"KATNA1",1986
"LATS1",7991
"NUP43",3873
"PCMT1",1849
"LRP11",3618
"RAET1E-AS1",1376
"RAET1E",2554
"RAET1G",1181
"ULBP2",1408
"ULBP1",3142
"RAET1K",1883
"RAET1L",802
"ULBP3",735
"PPP1R14C",2211
"IYD",7575
"PLEKHG1",7237
"MTHFD1L",3673
"LOC102723831",885
"AKAP12",8789
"ZBTB2",3244
"RMND1",2003
"ARMT1",2603
"CCDC170",5283
"ESR1",6974
"SYNE1",27888
"SYNE1-AS1",717
"MYCT1",3043
"VIP",1587
"FBXO5",2465
"MTRF1L",4058
"RGS17",1466
"OPRM1",19723
"IPCEF1",6953
"CNKSR3",3228
"SCAF8",5251
"MIR1273C",77
"TIAM2",6044
"TFB1M",2802
"CLDN20",1209
"NOX3",2044
"MIR1202",83
"ARID1B",9638
"MIR4466",54
"TMEM242",5065
"ZDHHC14",2787
"MIR3692",69
"SNX9",4291
"SYNJ2",7564
"SYNJ2-IT1",599
"SERAC1",4287
"GTF2H5",7486
"TULP4",11119
"TMEM181",5397
"MIR7161",84
"DYNLT1",772
"SYTL3",2896
"MIR3918",93
"EZR",3257
"EZR-AS1",350
"OSTCP1",1186
"C6orf99",1176
"RSPH3",2177
"TAGAP",4197
"LOC101929122",821
"FNDC1",6551
"LOC102724053",770
"SOD2",1775
"WTAP",3500
"LOC100129518",1717
"ACAT2",1909
"TCP1",2453
"SNORA20",132
"SNORA29",140
"MRPL18",977
"PNLDC1",1941
"MAS1",1134
"IGF2R",9091
"AIRN",4374
"LOC729603",3131
"SLC22A1",1906
"SLC22A2",2512
"SLC22A3",3241
"LPAL2",2502
"LPA",6489
"PLG",4218
"MAP3K4",5736
"AGPAT4",7879
"AGPAT4-IT1",1851
"PARK2",4073
"PACRG",1810
"LOC101929239",1805
"LOC729658",2204
"PACRG-AS1",2135
"DKFZp451B082",4931
"CAHM",886
"QKI",16362
"MEAT6",1071
"C6orf118",1839
"PDE10A",8323
"LINC00473",2430
"LINC00602",2065
"T",2484
"LOC101929297",1545
"PRR18",2704
"SFT2D1",1117
"LOC100289495",3908
"MPC1",1427
"RPS6KA2",6053
"RPS6KA2-IT1",579
"MIR1913",80
"RPS6KA2-AS1",861
"RNASET2",1250
"MIR3939",106
"FGFR1OP",3736
"CCR6",3687
"GPR31",960
"TCP10L2",2185
"UNC93A",2111
"TTLL2",2877
"TCP10",1273
"LOC401286",4520
"LOC441178",2557
"LINC01558",1650
"MLLT4-AS1",2311
"MLLT4",10549
"HGC6.3",1016
"KIF25-AS1",1405
"KIF25",1510
"FRMD1",4133
"LOC101929420",2243
"DACT2",4223
"SMOC2",3150
"LOC101929504",544
"THBS2",5881
"WDR27",3592
"C6orf120",4146
"PHF10",1673
"TCTE3",747
"ERMARD",2222
"LINC00242",2418
"LINC00574",2566
"LOC102724511",530
"LOC154449",1330
"LOC285804",1953
"FLJ38122",3215
"DLL1",3310
"FAM120B",5698
"MIR4644",84
"PSMB1",917
"TBP",1904
"PDCD2",4443
"HLA-DRB3",1158
"HLA-DRB4",2378
"LOC100507642",2575
"FAM20C",2780
"WI2-2373I1.2",702
"LOC442497",2247
"PDGFA",2807
"HRAT92",3506
"PRKAR1B",2977
"LOC101926963",1310
"DNAAF5",3414
"SUN1",4645
"GET4",2088
"ADAP1",2789
"COX19",4891
"CYP2W1",2304
"C7orf50",1293
"MIR339",94
"GPR146",2218
"GPER1",3082
"ZFAND2A",901
"LOC101927021",3023
"UNCX",1596
"MICALL2",3099
"INTS1",6974
"MAFK",3350
"TMEM184A",6276
"PSMG3",1411
"PSMG3-AS1",6062
"TFAMP1",2223
"ELFN1",3742
"ELFN1-AS1",1008
"MAD1L1",3340
"MIR4655",74
"FTSJ2",1601
"NUDT1",838
"SNX8",4738
"MIR6836",63
"EIF3B",3081
"CHST12",2133
"LOC101927181",2067
"GRIFIN",446
"LFNG",3155
"MIR4648",72
"BRAT1",3013
"IQCE",7205
"TTYH3",4822
"AMZ1",4518
"GNA12",5394
"CARD11",4431
"LOC100129603",559
"SDK1",10619
"FOXK1",11191
"AP5Z1",5519
"MIR4656",75
"RADIL",3670
"PAPOLB",4257
"MMD2",2859
"RNF216P1",2430
"RBAK",6652
"RBAK-RBAKDN",858
"RBAKDN",579
"ZNF890P",1614
"WIPI2",4929
"SLC29A4",2891
"TNRC18",10570
"FBXL18",8229
"MIR589",99
"LOC221946",1826
"ACTB",1812
"FSCN1",2796
"RNF216",5850
"RNF216-IT1",337
"MIR6874",71
"ZNF815P",2821
"OCM",696
"CCZ1",1824
"RSPH10B2",6212
"RSPH10B",6212
"PMS2",2836
"AIMP2",1219
"EIF2AK1",4465
"ANKRD61",1423
"USP42",5120
"CYTH3",4467
"FAM220A",2214
"RAC1",2398
"DAGLB",2910
"KDELR2",2860
"GRID2IP",4632
"ZDHHC4",1618
"C7orf26",2178
"ZNF853",3578
"ZNF316",7239
"ZNF12",5063
"PMS2CL",1738
"CCZ1B",1836
"MIR3683",82
"LOC100131257",21017
"C1GALT1",6237
"LOC101927354",761
"COL28A1",3515
"LOC101927391",2411
"MIOS",3323
"RPA3",1594
"UMAD1",2452
"LOC100505921",1170
"GLCCI1",4793
"ICA1",2683
"LOC100505938",1073
"NXPH1",2921
"PER4",1548
"NDUFA4",2058
"PHF14",8696
"THSD7A",10585
"TMEM106B",6514
"VWDE",5583
"SCIN",3297
"ARL4A",3428
"ETV1",7638
"DGKB",7542
"AGMO",2475
"MEOX2",2371
"MEOX2-AS1",2098
"ISPD",5524
"ISPD-AS1",2332
"SOSTDC1",1869
"LRRC72",937
"ANKMY2",2555
"BZW2",1873
"TSPAN13",1902
"AGR2",983
"AGR3",750
"AHR",6247
"KCCAT333",1379
"LOC101927630",442
"SNX13",6371
"PRPS1L1",1087
"HDAC9",7905
"MIR1302-6",90
"TWIST1",1666
"FERD3L",640
"TWISTNB",3892
"MIR3146",79
"TMEM196",3364
"LOC101927668",822
"MACC1",9158
"MACC1-AS1",639
"LOC101927769",1124
"LOC101927811",909
"ITGB8",8777
"ABCB5",7728
"SP8",3729
"RPL23P8",523
"LINC01162",432
"SP4",5800
"MIR1183",89
"DNAH11",13896
"CDCA7L",2962
"RAPGEF5",6622
"STEAP1B",1692
"LOC100506178",2434
"LOC401312",2592
"LOC541472",1364
"IL6",1184
"TOMM7",779
"SNORD93",74
"FAM126A",6151
"KLHL7-AS1",2564
"KLHL7",4093
"NUPL2",1797
"GPNMB",2766
"MALSU1",755
"IGF2BP3",4159
"RPS2P32",1025
"TRA2A",2234
"CLK2P1",1812
"CCDC126",2473
"FAM221A",1488
"STK31",3759
"NPY",560
"MPP6",8131
"DFNA5",2564
"OSBPL3",7185
"CYCS",5538
"C7orf31",3609
"NPVF",1188
"RNU6-16P",30
"MIR148A",68
"NFE2L3",3710
"HNRNPA2B1",3702
"CBX3",2453
"SNX10",3015
"LOC441204",1631
"KIAA0087",4320
"C7orf71",1956
"SKAP2",4271
"HOXA1",2547
"HOTAIRM1",1044
"HOXA2",1778
"HOXA3",3476
"HOXA-AS2",1048
"HOXA4",1728
"HOXA-AS3",4168
"HOXA5",1657
"HOXA6",802
"HOXA7",2015
"HOXA9",2057
"HOXA10-HOXA9",2110
"HOXA10-AS",1161
"MIR196B",84
"HOXA10",3187
"HOXA11",2653
"HOXA11-AS",1549
"HOXA13",2514
"HOTTIP",4665
"EVX1-AS",480
"EVX1",3156
"HIBADH",1998
"TSL",1312
"TAX1BP1",3668
"JAZF1",3199
"JAZF1-AS1",1194
"CREB5",8944
"TRIL",5055
"LOC100506497",3709
"CPVL",1779
"LOC101928168",512
"CHN2",4764
"LOC102724484",1298
"PRR15",1678
"LOC646762",5784
"MIR550A3",95
"ZNRF2P2",1050
"DPY19L2P3",1677
"WIPF3",4184
"SCRN1",5552
"FKBP14",5173
"PLEKHA8",8804
"MTURN",5814
"ZNRF2",3460
"MIR550A1",97
"MIR550B1",97
"DKFZP586I1420",2745
"LINC01176",715
"NOD1",4496
"GGCT",1326
"LOC401320",3871
"GARS",2749
"CRHR2",3590
"INMT",2559
"INMT-FAM188B",3185
"FAM188B",2733
"AQP1",3172
"GHRHR",1607
"ADCYAP1R1",6575
"NEUROD6",2161
"CCDC129",5715
"PPP1R17",1966
"PDE1C",6906
"LOC100130673",1597
"LSM5",3265
"AVL9",7065
"DPY19L1P1",1901
"ZNRF2P1",2034
"MIR550A2",97
"MIR550B2",97
"LINC00997",4639
"KBTBD2",3710
"RP9P",1297
"FKBP9",3732
"NT5C3A",2140
"RP9",1120
"BBS9",4019
"BMPER",5031
"NPSR1-AS1",6188
"NPSR1",1970
"DPY19L1",4865
"DPY19L2P1",2814
"TBX20",1828
"LOC401324",3629
"HERPUD2",2910
"LOC100506725",1173
"SEPT7-AS1",806
"SEPT7",4348
"LOC101928618",1732
"EEPD1",4687
"KIAA0895",4934
"ANLN",4791
"AOAH",2557
"AOAH-IT1",573
"ELMO1",6733
"MIR1200",76
"ELMO1-AS1",528
"GPR141",918
"NME8",2311
"SFRP4",2973
"EPDR1",2731
"STARD3NL",1744
"TARP",1027
"TRG-AS1",3516
"AMPH",3426
"FAM183B",1647
"VPS41",4894
"POU6F2",2324
"POU6F2-AS1",380
"YAE1D1",3372
"RALA",2810
"LINC00265",4644
"CDK13",6975
"MPLKIP",941
"SUGCT",1728
"LINC01450",3252
"LINC01449",1214
"INHBA",2175
"INHBA-AS1",4527
"GLI3",8214
"LINC01448",1170
"C7orf25",1825
"PSMA2",1464
"MRPL32",892
"HECW1",6839
"MIR3943",100
"LOC100506895",2916
"STK17A",3933
"COA1",3249
"BLVRA",1175
"MRPS24",696
"URGCP-MRPS24",838
"URGCP",4465
"UBE2D4",3982
"POLR2J4",6511
"SPDYE1",2650
"RASA4CP",1527
"LINC00957",1757
"DBNL",2219
"MIR6837",64
"PGAM2",857
"POLM",2869
"MIR6838",56
"AEBP1",4086
"MIR4649",64
"POLD2",2311
"MYL7",597
"GCK",3073
"YKT6",2766
"CAMK2B",4589
"NUDCD3",4917
"NPC1L1",5251
"DDX56",2872
"TMED4",3782
"OGDH",4840
"ZMIZ2",5209
"PPIA",2445
"H2AFV",4704
"PURB",9093
"MIR4657",53
"MYO1G",3279
"SNHG15",803
"SNORA9",133
"CCM2",2170
"NACAD",4761
"TBRG4",2276
"SNORA5A",134
"SNORA5C",137
"SNORA5B",132
"RAMP3",1347
"ADCY1",12931
"SEPT7P2",2237
"IGFBP1",1650
"IGFBP3",2631
"TNS3",7618
"LINC01447",2761
"C7orf65",2911
"LINC00525",1188
"PKD1L1",9075
"C7orf69",807
"HUS1",3075
"SUN3",1534
"C7orf57",2134
"UPP1",2107
"ABCA13",17184
"CDC14C",2893
"VWC2",1891
"ZPBP",1226
"C7orf72",1404
"IKZF1",8317
"FIGNL1",3974
"DDC",2487
"DDC-AS1",1776
"GRB10",5276
"COBL",8038
"POM121L12",1270
"LINC01446",3484
"HPVC1",1198
"LINC01445",1142
"VSTM2A",3112
"VSTM2A-OT1",3031
"SEC61G",466
"LOC100996654",628
"EGFR",6571
"EGFR-AS1",2821
"ELDR",470
"LANCL2",4353
"VOPP1",3341
"FKBP9P1",3093
"SEPT14",3785
"ZNF713",4537
"MRPS17",585
"GBAS",2004
"PSPH",2118
"CCT6A",2664
"SNORA15",133
"SUMF2",2054
"PHKG1",2226
"CHCHD2",815
"NUPR1L",600
"LOC650226",1667
"LOC100240728",697
"DKFZp434L192",1062
"LOC101928401",2741
"LOC401357",3613
"LOC100130849",564
"MIR4283-1",160
"MIR4283-2",160
"ZNF479",2067
"GUSBP10",978
"MIR3147",66
"ZNF716",5210
"ZNF733P",1766
"LOC100287834",1307
"LOC100287704",655
"LINC01005",2891
"ZNF727",1679
"ZNF735",1239
"ZNF679",1567
"ZNF736",9429
"YWHAEP1",1825
"ZNF680",4912
"LOC100128885",4369
"LOC641746",1142
"ZNF107",9610
"MIR6839",113
"ZNF138",4956
"ZNF273",4414
"ZNF117",6404
"ERV3-1",3266
"CCT6P3",2244
"ZNF92",3342
"LOC441242",3415
"INTS4P2",1767
"CCT6P1",1766
"SNORA22",134
"VKORC1L1",5896
"GUSB",2299
"ASL",2118
"CRCP",2923
"TPST1",2051
"LINC00174",4424
"GS1-124K5.11",3566
"KCTD7",5051
"LOC100996437",844
"RABGEF1",5417
"GTF2IRD1P1",2426
"TMEM248",4238
"SBDS",1605
"TYW1",3364
"MIR4650-1",152
"MIR4650-2",152
"PMS2P4",891
"STAG3L4",2202
"LINC01372",490
"LOC102723427",510
"LOC100507468",558
"AUTS2",7006
"WBSCR17",3518
"MIR3914-1",99
"MIR3914-2",95
"CALN1",9981
"TYW1B",3157
"SBDSP1",1796
"SPDYE7P",1064
"POM121",9209
"NSUN5P2",1767
"LOC541473",1013
"LOC100101148",875
"STAG3L1",4280
"STAG3L3",2167
"PMS2P7",1334
"PMS2P5",4484
"PMS2P2",639
"SPDYE8P",8652
"GTF2IP4",7272
"GTF2IP1",7260
"NCF1B",1516
"NSUN5",2447
"TRIM50",2161
"FKBP6",1720
"FZD9",2342
"BAZ1B",6115
"BCL7B",2065
"TBL2",3038
"MLXIPL",3278
"VPS37D",1605
"DNAJC30",2534
"WBSCR22",1486
"STX1A",2125
"MIR4284",81
"ABHD11-AS1",473
"ABHD11",1652
"CLDN3",1274
"CLDN4",1831
"WBSCR27",930
"WBSCR28",854
"ELN",3999
"LIMK1",3526
"EIF4H",2546
"MIR590",97
"LAT2",2191
"RFC2",1846
"CLIP2",5563
"GTF2IRD1",3529
"GTF2I",4684
"LOC101926943",841
"NCF1",1459
"GTF2IRD2",7340
"STAG3L2",1884
"WBSCR16",3579
"GTF2IRD2B",3585
"NCF1C",1442
"GATSL2",7991
"TRIM73",1358
"TRIM74",1350
"NSUN5P1",2048
"POM121C",5865
"SPDYE5",3147
"PMS2P3",1501
"HIP1",8040
"CCL26",562
"CCL24",360
"RHBDD2",1878
"POR",2499
"MIR4651",73
"SNORA14A",134
"TMEM120A",1471
"STYXL1",1416
"MDH2",2730
"SRRM3",3703
"HSPB1",897
"YWHAG",3747
"SSC4D",2806
"ZP3",1574
"DTX2",2819
"FDPSP2",4981
"UPK3B",1694
"LOC100133091",2686
"POMZP3",1552
"DTX2P1-UPK3BP1-PMS2P11",1761
"PMS2P9",2332
"CCDC146",3333
"FGL2",4268
"GSAP",3251
"LOC101927243",680
"PTPN12",3297
"APTR",1978
"RSBN1L",3220
"TMEM60",873
"PHTF2",6593
"MAGI2",6880
"RPL13AP17",1790
"MAGI2-AS2",476
"MAGI2-AS3",9308
"MIR548M",35
"GNAI1",3636
"LOC101927269",507
"GNAT3",1065
"CD36",5427
"SEMA3C",5174
